         2581520 function calls (2581239 primitive calls) in 6.875 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       23    4.137    0.180    4.158    0.181 /Users/benpreston/sharpy_installs/dev_profiler/sharpy/aero/utils/uvlmlib.py:219(vlm_solver)
       24    0.841    0.035    1.309    0.055 /Users/benpreston/sharpy_installs/dev_profiler/sharpy/generators/straightwake.py:127(generate)
     1428    0.367    0.000    0.713    0.000 /Users/benpreston/sharpy_installs/dev_profiler/sharpy/aero/models/aerogrid.py:374(generate_strip)
   170688    0.287    0.000    0.437    0.000 /Users/benpreston/anaconda3/envs/sharpy/lib/python3.10/site-packages/numpy/linalg/linalg.py:2383(norm)
       23    0.226    0.010    0.228    0.010 /Users/benpreston/sharpy_installs/dev_profiler/sharpy/structure/utils/xbeamlib.py:76(cbeam3_solv_nlnstatic)
       24    0.143    0.006    0.192    0.008 /Users/benpreston/sharpy_installs/dev_profiler/sharpy/aero/utils/mapping.py:6(aero2struct_force_mapping)
   170690    0.088    0.000    0.088    0.000 {method 'dot' of 'numpy.ndarray' objects}
        3    0.050    0.017    0.050    0.017 {method 'read' of '_io.BufferedReader' objects}
     4404    0.045    0.000    0.077    0.000 /Users/benpreston/sharpy_installs/dev_profiler/sharpy/utils/algebra.py:528(crv2rotation)
     2976    0.044    0.000    0.123    0.000 /Users/benpreston/anaconda3/envs/sharpy/lib/python3.10/site-packages/numpy/core/numeric.py:1468(cross)
   161280    0.040    0.000    0.054    0.000 /Users/benpreston/sharpy_installs/dev_profiler/sharpy/generators/straightwake.py:158(get_deltax)
     8970    0.032    0.000    0.073    0.000 /Users/benpreston/anaconda3/envs/sharpy/lib/python3.10/site-packages/numpy/core/numeric.py:1393(moveaxis)
    30109    0.032    0.000    0.037    0.000 /Users/benpreston/sharpy_installs/dev_profiler/sharpy/utils/algebra.py:177(skew)
    20990    0.029    0.000    0.032    0.000 /Users/benpreston/sharpy_installs/dev_profiler/sharpy/utils/algebra.py:1619(cross3)
    72962    0.028    0.000    0.044    0.000 {built-in method numpy.zeros}
    17940    0.026    0.000    0.034    0.000 /Users/benpreston/anaconda3/envs/sharpy/lib/python3.10/site-packages/numpy/core/numeric.py:1330(normalize_axis_tuple)
       34    0.023    0.001    0.760    0.022 /Users/benpreston/sharpy_installs/dev_profiler/sharpy/aero/models/aerogrid.py:143(generate_zeta_timestep_info)
   282082    0.021    0.000    0.021    0.000 /Users/benpreston/anaconda3/envs/sharpy/lib/python3.10/site-packages/numpy/core/multiarray.py:741(dot)
